time_s,edge_id,pos_on_edge_m,velocity_mps,odometer_m,cumulative_energy_kwh,regen_energy_kwh,fuel_consumption_l,passengers,throttle,brake
749.300000,e3,1537.023,22.6502,9037.023,63.141719,0.000000,0.0000,0,0.2000,0.0000
749.400000,e3,1539.289,22.6544,9039.289,63.141719,0.000000,0.0000,0,0.2000,0.0000
749.500000,e3,1541.554,22.6585,9041.554,63.141719,0.000000,0.0000,0,0.2000,0.0000
749.600000,e3,1543.820,22.6626,9043.820,63.141719,0.000000,0.0000,0,0.2000,0.0000
749.700000,e3,1546.087,22.6667,9046.087,63.141719,0.000000,0.0000,0,0.2000,0.0000
749.800000,e3,1548.351,22.6148,9048.351,63.141719,0.000000,0.0000,0,0.0000,0.3500
749.900000,e3,1550.613,22.6190,9050.613,63.141719,0.000000,0.0000,0,0.2000,0.0000
750.000000,e3,1552.875,22.6231,9052.875,63.141719,0.000000,0.0000,0,0.2000,0.0000
750.100000,e3,1555.137,22.6272,9055.137,63.141719,0.000000,0.0000,0,0.2000,0.0000
750.200000,e3,1557.400,22.6313,9057.400,63.141719,0.000000,0.0000,0,0.2000,0.0000
750.300000,e3,1559.664,22.6354,9059.664,63.141719,0.000000,0.0000,0,0.2000,0.0000
750.400000,e3,1561.927,22.6396,9061.927,63.141719,0.000000,0.0000,0,0.2000,0.0000
750.500000,e3,1564.191,22.6437,9064.191,63.141719,0.000000,0.0000,0,0.2000,0.0000
750.600000,e3,1566.456,22.6478,9066.456,63.141719,0.000000,0.0000,0,0.2000,0.0000
750.700000,e3,1568.721,22.6519,9068.721,63.141719,0.000000,0.0000,0,0.2000,0.0000
750.800000,e3,1570.986,22.6561,9070.986,63.141719,0.000000,0.0000,0,0.2000,0.0000
750.900000,e3,1573.252,22.6602,9073.252,63.141719,0.000000,0.0000,0,0.2000,0.0000
751.000000,e3,1575.518,22.6643,9075.518,63.141719,0.000000,0.0000,0,0.2000,0.0000
751.100000,e3,1577.785,22.6684,9077.785,63.141719,0.000000,0.0000,0,0.2000,0.0000
751.200000,e3,1580.049,22.6165,9080.049,63.141719,0.000000,0.0000,0,0.0000,0.3500
751.300000,e3,1582.311,22.6207,9082.311,63.141719,0.000000,0.0000,0,0.2000,0.0000
751.400000,e3,1584.573,22.6248,9084.573,63.141719,0.000000,0.0000,0,0.2000,0.0000
751.500000,e3,1586.836,22.6289,9086.836,63.141719,0.000000,0.0000,0,0.2000,0.0000
751.600000,e3,1589.099,22.6330,9089.099,63.141719,0.000000,0.0000,0,0.2000,0.0000
751.700000,e3,1591.363,22.6371,9091.363,63.141719,0.000000,0.0000,0,0.2000,0.0000
751.800000,e3,1593.627,22.6413,9093.627,63.141719,0.000000,0.0000,0,0.2000,0.0000
751.900000,e3,1595.891,22.6454,9095.891,63.141719,0.000000,0.0000,0,0.2000,0.0000
752.000000,e3,1598.156,22.6495,9098.156,63.141719,0.000000,0.0000,0,0.2000,0.0000
752.100000,e3,1600.421,22.6536,9100.421,63.141719,0.000000,0.0000,0,0.2000,0.0000
752.200000,e3,1602.686,22.6577,9102.686,63.141719,0.000000,0.0000,0,0.2000,0.0000
752.300000,e3,1604.952,22.6619,9104.952,63.141719,0.000000,0.0000,0,0.2000,0.0000
752.400000,e3,1607.219,22.6660,9107.219,63.141719,0.000000,0.0000,0,0.2000,0.0000
752.500000,e3,1609.486,22.6701,9109.486,63.141719,0.000000,0.0000,0,0.2000,0.0000
752.600000,e3,1611.750,22.6182,9111.750,63.141719,0.000000,0.0000,0,0.0000,0.3500
752.700000,e3,1614.012,22.6224,9114.012,63.141719,0.000000,0.0000,0,0.2000,0.0000
752.800000,e3,1616.275,22.6265,9116.275,63.141719,0.000000,0.0000,0,0.2000,0.0000
752.900000,e3,1618.537,22.6306,9118.537,63.141719,0.000000,0.0000,0,0.2000,0.0000
753.000000,e3,1620.801,22.6347,9120.801,63.141719,0.000000,0.0000,0,0.2000,0.0000
753.100000,e3,1623.064,22.6388,9123.064,63.141719,0.000000,0.0000,0,0.2000,0.0000
753.200000,e3,1625.328,22.6430,9125.328,63.141719,0.000000,0.0000,0,0.2000,0.0000
753.300000,e3,1627.593,22.6471,9127.593,63.141719,0.000000,0.0000,0,0.2000,0.0000
753.400000,e3,1629.858,22.6512,9129.858,63.141719,0.000000,0.0000,0,0.2000,0.0000
753.500000,e3,1632.123,22.6553,9132.123,63.141719,0.000000,0.0000,0,0.2000,0.0000
753.600000,e3,1634.389,22.6594,9134.389,63.141719,0.000000,0.0000,0,0.2000,0.0000
753.700000,e3,1636.655,22.6636,9136.655,63.141719,0.000000,0.0000,0,0.2000,0.0000
753.800000,e3,1638.922,22.6677,9138.922,63.141719,0.000000,0.0000,0,0.2000,0.0000
